userId,movieId,rating
2,4571,1.5
2,4720,4.0
2,4857,1.0
2,4874,4.5
2,4886,5.0
2,4896,5.0
2,4963,4.0
2,4993,5.0
2,4995,5.0
2,5010,2.0
2,5103,5.0
2,5349,5.0
2,5418,5.0
2,5445,3.5
2,5574,3.0
2,5816,5.0
2,5952,5.0
2,5955,4.0
2,6156,2.0
2,6157,3.5
2,6213,2.5
2,6287,2.0
2,6311,5.0
2,6333,5.0
2,6539,5.0
2,6565,3.0
2,6753,3.0
2,6879,5.0
2,6947,4.0
2,7004,2.0
2,7007,0.5
2,7075,5.0
2,7090,2.0
2,7143,5.0
2,7153,5.0
2,7162,0.5
2,7386,4.0
2,7624,3.5
2,8010,5.0
2,8360,4.0
2,8368,5.0
2,8636,5.0
2,8665,4.0
2,8958,2.5
2,8961,4.5
2,8970,5.0
2,27821,4.5
2,30749,5.0
2,30848,0.5
2,31923,3.5
2,33166,0.5
2,33493,4.5
2,33660,5.0
2,33794,5.0
2,34162,0.5
2,35836,0.5
2,36527,3.5
2,40815,5.0
3,1,4.0
3,29,4.5
3,32,4.5
3,50,5.0
3,111,4.0
3,172,4.0
3,173,3.0
3,214,5.0
3,260,4.0
3,293,5.0
3,296,5.0
3,318,4.0
3,356,4.0
3,442,3.5
3,480,2.0
3,527,4.0
3,541,5.0
3,589,4.0
3,593,4.0
3,741,5.0
3,745,5.0
3,778,5.0
3,780,3.5
3,858,5.0
3,912,4.5
3,913,4.0
3,924,5.0
3,1089,4.0
3,1127,3.5
3,1148,5.0
3,1196,4.0
3,1198,3.0
3,1200,4.0
3,1201,4.0
3,1206,4.0
3,1208,4.0
3,1210,4.0
3,1213,5.0
3,1214,4.0
3,1217,5.0
3,1221,5.0
3,1222,4.0
3,1240,4.0
3,1252,5.0
3,1270,3.5
3,1274,4.5
3,1320,3.5
3,1356,4.0
3,1527,4.5
3,1584,4.0
3,1653,5.0
3,1676,3.5
3,1682,4.0
3,1732,4.5
3,1748,4.5
3,1882,2.0
3,1909,4.0
3,1960,4.0
3,2019,5.0
3,2021,4.0
3,2105,3.0
3,2329,5.0
3,2542,4.5
3,2571,4.0
3,2628,4.0
3,2641,3.0
3,2858,5.0
3,2938,4.0
3,2959,5.0
3,3091,4.0
3,3156,4.5
3,3285,3.0
3,3300,4.5
3,3301,4.0
3,3328,3.5
3,3408,3.5
3,3452,3.0
3,3471,4.0
3,3484,3.0
3,3527,4.0
3,3534,3.0
3,3535,4.0
3,3578,4.5
3,3646,2.0
3,3702,4.5
3,3730,4.0
3,3744,4.0
3,3745,3.5
3,3751,4.0
3,3753,3.0
3,3755,3.0
3,3785,3.0
3,3793,4.0
3,3798,3.0
3,3825,2.0
3,3827,2.5
3,3863,3.0
3,3879,3.5
3,3948,3.0
3,3968,3.0
3,3969,4.0
3,3977,2.5
3,3979,2.5
3,3980,4.0
3,3986,3.5
3,3988,3.0
3,3991,2.0
3,3993,4.5
3,3994,4.0
3,3996,4.0
3,3999,3.0
3,4011,4.0
3,4018,3.0
3,4019,4.0
3,4022,4.0
3,4023,4.0
3,4025,2.5
3,4027,4.5
3,4034,4.0
3,4069,3.0
3,4148,3.5
3,4167,3.5
3,4226,4.0
3,4232,3.5
3,4234,3.5
3,4246,3.0
3,4262,4.5
3,4306,4.0
3,4308,3.0
3,4340,2.0
3,4343,3.0
3,4344,4.0
3,4366,3.5
3,4367,3.0
3,4368,2.0
3,4369,4.0
3,4383,4.0
3,4388,3.0
3,4447,2.5
3,4448,4.0
3,4571,3.0
3,4643,4.0
3,4701,3.0
3,4718,2.5
3,4776,4.0
3,4816,3.5
3,4844,4.0
3,4866,4.0
3,4874,3.5
3,4886,4.0
3,4887,3.0
3,4901,4.0
3,4958,3.5
3,4963,4.0
3,4975,3.5
3,4979,4.0
3,4992,3.5
3,4993,4.0
3,4995,4.0
3,5004,4.0
3,5013,4.0
3,5014,4.0
3,5108,3.5
3,5218,4.0
3,5219,3.5
3,5225,4.0
3,5254,3.0
3,5266,3.5
3,5291,5.0
3,5293,3.5
3,5313,2.5
3,5349,4.0
3,5364,3.5
3,5377,3.0
3,5378,3.5
3,5388,3.5
3,5400,4.0
3,5418,5.0
3,5445,3.5
3,5449,2.5
3,5459,3.5
3,5479,3.5
3,5502,3.0
3,5507,3.5
3,5528,3.5
3,5574,4.0
3,5630,3.0
3,5669,3.5
3,5679,3.0
3,5782,4.0
3,5785,2.0
3,5810,3.5
3,5816,3.5
3,5853,3.0
3,5872,4.0
3,5900,3.0
3,5903,4.0
3,5944,3.5
3,5945,4.0
3,5952,4.0
3,5954,4.5
3,5956,4.0
3,5959,4.0
3,5989,4.0
3,5991,4.0
3,6016,4.0
3,6059,3.5
3,6155,3.0
3,6156,3.0
3,6213,3.0
3,6281,2.5
3,6283,4.5
3,6287,3.0
3,6323,4.0
3,6333,4.0
3,6365,4.0
3,6373,3.0
3,6377,4.0
3,6378,3.0
3,6383,4.0
3,6440,4.0
3,6482,2.0
3,6502,3.0
3,6534,3.5
3,6535,2.0
3,6537,3.5
3,6539,4.0
3,6541,3.5
3,6548,3.0
3,6550,3.0
3,6564,3.5
3,6586,3.5
3,6595,3.0
3,6708,4.0
3,6711,4.0
3,6754,4.0
3,6863,3.0
3,6870,4.5
3,6873,3.5
3,6874,4.5
3,6879,4.0
3,6934,4.0
3,6952,3.5
3,7090,4.0
3,7143,2.5
3,7147,4.5
3,7149,4.0
3,7153,4.0
3,7154,4.0
3,7163,3.5
3,7293,3.0
3,7325,2.0
3,7346,3.0
3,7347,4.0
3,7361,4.5
3,7373,4.0
3,7438,4.0
3,7439,3.5
3,7445,3.5
3,7454,3.5
3,7458,4.0
3,8360,3.5
3,8361,2.5
3,8368,4.0
3,8370,4.0
3,8371,4.5
3,8528,3.0
3,8529,3.5
3,8641,4.0
3,8644,4.0
3,8665,4.0
3,8666,3.0
3,8781,3.5
3,8783,4.0
3,8798,3.5
3,8810,3.0
3,8861,3.5
3,8865,4.0
3,8874,4.0
3,8958,4.0
3,8961,4.0
3,8965,4.0
3,8969,3.0
3,8983,4.0
3,8984,4.0
3,8985,3.5
3,27134,4.5
3,27660,4.0
3,27706,3.5
3,27728,5.0
3,27773,5.0
3,27793,3.0
3,27803,4.0
3,27808,3.0
3,30707,4.0
3,30793,3.5
3,30825,3.5
3,31184,4.0
3,31221,3.0
3,31685,3.0
3,31696,4.0
3,31804,4.5
3,31878,4.0
3,32587,4.0
3,33004,4.0
3,33166,4.0
3,33493,4.0
3,33615,4.0
3,33679,3.0
3,33794,4.0
3,34048,3.0
3,34150,3.5
3,34162,3.0
3,34319,3.5
3,34405,4.0
3,34437,4.0
3,35836,3.0
3,36519,4.0
3,36529,4.0
3,37386,4.0
3,37727,3.0
3,37729,4.0
3,37741,4.5
3,39435,3.0
3,40583,4.0
3,40815,4.0
3,40819,4.0
3,41566,4.0
3,41569,3.0
3,42738,4.0
3,43928,2.5
3,44022,4.0
3,44191,4.0
3,45186,3.5
3,45447,3.5
3,45499,4.0
3,45501,3.0
3,45517,4.0
3,45666,3.0
3,45672,3.0
3,45722,4.0
3,46335,3.5
3,46578,4.0
3,46965,3.0
3,46970,3.5
3,46972,3.0
3,47200,4.0
3,47610,4.0
3,48385,3.5
3,48394,4.5
3,48516,5.0
3,48738,4.0
3,48774,4.0
3,48780,4.0
3,49272,4.0
3,49274,4.0
3,49278,3.5
3,49530,3.5
3,49822,4.0
3,50068,4.0
3,50872,4.0
3,51255,4.0
3,51662,4.0
3,51935,4.0
3,52604,4.0
3,52722,3.5
3,52950,4.5
3,53121,3.5
3,53125,4.0
3,53129,4.0
3,53464,3.5
3,53972,4.0
3,53996,4.0
3,54001,4.0
3,54286,4.0
3,54503,3.5
3,54648,3.0
3,54997,4.0
3,55232,4.0
3,55765,4.0
3,55805,4.0
3,55820,5.0
3,56145,3.0
3,56156,3.0
3,56171,4.5
3,56174,3.5
3,56587,4.0
3,56782,4.5
3,56949,3.0
3,57368,2.5
3,57528,3.0
3,57640,4.0
3,57669,3.0
3,58025,3.0
3,58559,5.0
3,59315,4.0
3,59369,3.0
3,59501,3.5
3,59615,3.0
3,59784,4.0
3,59900,3.0
3,60040,3.0
3,60069,4.0
3,60072,3.5
3,60074,4.0
3,60126,3.0
3,60684,4.5
3,60756,3.5
3,60760,3.0
3,61132,3.0
3,61160,4.0
3,61248,2.5
3,61323,4.0
3,61350,3.0
3,62849,4.0
3,62999,3.5
3,63062,4.0
3,63072,4.0
3,63113,4.0
3,63859,4.0
3,63876,4.0
3,64030,3.5
3,64614,4.0
3,64839,3.5
3,64957,4.0
3,65514,4.0
3,65682,4.0
3,66097,4.0
3,67255,4.5
3,67923,3.5
3,68157,4.0
3,68319,4.0
3,68358,4.0
3,68554,4.0
3,68791,3.5
3,68793,3.0
3,68952,2.5
3,69122,4.0
3,69481,3.5
3,69526,4.0
3,69640,4.0
3,69844,3.5
3,70286,4.0
3,70293,4.0
3,70305,3.0
3,70336,3.0
3,71057,4.5
3,71156,4.0
3,71464,4.0
3,71530,3.5
3,71535,4.0
3,72011,4.0
3,72209,3.0
3,72378,2.5
3,72641,4.0
3,72701,3.0
3,72998,4.0
3,73017,3.0
3,73268,4.0
3,73321,4.0
3,73323,4.0
3,74458,4.0
3,74789,4.0
3,76077,2.0
3,76093,4.0
3,76251,4.0
3,77561,4.0
3,78469,3.0
3,78499,4.0
3,79091,4.0
3,79132,5.0
3,79224,2.0
3,79293,4.0
3,79695,3.0
3,80363,3.0
3,80463,4.0
3,81229,4.0
3,81537,3.0
3,81564,4.0
3,81591,5.0
3,81834,3.5
3,81845,4.0
3,82095,2.0
3,82202,3.0
3,82461,4.0
3,83349,3.0
3,83613,3.5
3,84152,4.0
3,84772,3.5
3,84954,4.0
3,85020,3.0
3,85056,3.5
3,85131,2.5
3,85261,3.0
3,85414,4.0
3,86332,4.0
3,86644,3.5
3,86880,4.0
3,86911,3.5
3,87232,4.0
3,87306,3.5
3,87430,3.0
3,87520,3.0
3,87876,3.5
3,88125,3.5
3,88140,3.5
3,88405,3.0
3,88744,4.0
3,89492,4.0
3,89745,4.0
3,89753,4.0
3,90249,3.5
3,90866,3.5
3,91500,3.5
3,91529,4.0
3,91542,4.0
3,91630,4.0
3,91658,4.0
3,91974,3.5
3,91976,3.0
3,93363,4.0
3,93805,3.5
3,94018,2.5
3,94677,3.5
3,94777,3.5
3,94864,4.0
3,95441,3.5
3,95510,4.0
3,95875,4.0
3,96079,3.5
3,96610,4.0
3,96691,3.0
3,96737,4.0
3,96861,3.0
3,97225,3.5
3,97306,4.0
3,97921,3.5
3,97923,3.5
3,98809,4.0
3,99112,3.5
3,99114,4.0
3,101864,4.0
3,102125,4.0
3,102407,4.0
3,102445,4.0
3,102686,3.0
3,102716,3.5
3,102880,3.0
3,102903,3.5
3,103075,3.0
3,103141,3.5
3,103228,3.0
3,103249,3.5
3,103253,4.0
3,103384,3.5
3,103772,3.5
3,103810,3.5
3,104241,3.5
3,104243,4.5
3,104841,4.0
3,105213,3.0
3,106002,4.0
3,106072,4.0
3,106100,4.0
3,106487,3.0
3,106489,3.5
3,106782,4.5
3,106920,4.0
3,107348,3.5
3,107406,4.0
3,108190,3.5
3,108932,4.0
3,108945,3.0
3,109374,4.0
3,109487,4.0
3,109578,3.0
3,110102,4.0
3,110407,3.5
3,110730,4.0
3,111113,2.5
3,111360,4.0
3,111362,4.0
3,111443,3.5
3,111659,4.0
3,111759,4.0
3,112138,3.0
3,112171,3.5
3,112370,3.0
3,112552,5.0
3,112556,5.0
3,112623,4.0
3,112852,4.0
3,113345,4.0
3,114180,3.5
3,114847,4.0
3,114935,4.0
3,115569,4.0
3,115617,4.0
3,115713,4.5
3,116797,4.0
3,116823,3.5
3,116897,4.0
3,117529,3.0
3,117533,4.0
3,120466,3.5
3,122882,3.5
3,122886,3.0
3,122892,3.5
3,122896,3.5
3,122900,4.0
3,122906,4.0
3,122912,3.5
3,122914,3.5
3,122918,4.0
3,122920,3.5
3,122922,4.0
3,122924,3.5
3,129354,3.0
3,130490,3.5
3,130634,3.0
3,132046,3.0
3,134130,4.0
3,134853,4.0
3,135133,3.5
3,135143,3.5
3,135536,3.5
3,135569,3.5
3,136020,3.5
3,136449,5.0
3,136469,4.0
3,136864,3.5
3,139385,4.0
3,139644,4.0
3,140956,3.5
3,142509,3.5
3,143385,4.0
3,148626,4.0
3,148855,4.0
3,149406,4.0
3,151763,4.0
3,158238,3.0
3,158966,3.5
3,159093,3.5
3,164179,4.0
3,166528,4.0
3,166635,3.5
3,168252,4.0
3,168612,4.0
3,171763,3.5
3,175197,3.5
3,176101,3.5
3,176371,4.5
3,179819,3.5
3,182823,3.0
3,187541,3.5
3,187593,4.5
4,1,3.0
4,260,3.5
4,296,4.0
4,541,4.5
4,589,4.0
4,780,2.0
4,924,4.0
4,1036,4.0
4,1080,3.5
4,1136,4.5
4,1196,4.0
4,1197,4.5
4,1198,4.0
4,1200,3.5
4,1201,3.5
4,1210,3.0
4,1214,2.5
4,1220,4.0
4,1265,4.0
4,1270,2.5
4,1278,4.0
4,1288,3.5
4,1291,4.0
4,1527,3.5
4,1580,4.5
4,1610,3.5
4,1732,4.5
4,1907,4.0
4,2019,4.0
4,2028,4.5
4,2115,3.0
4,2571,4.5
4,2716,4.0
4,2791,4.0
4,2918,3.5
4,2951,3.5
4,2985,4.0
4,2993,3.5
4,3033,3.0
4,3039,3.5
4,3114,3.0
4,3175,4.0
4,3624,2.5
4,3671,4.0
4,3681,3.5
4,3751,3.5
4,3793,1.5
4,3827,3.0
4,4308,3.5
4,4709,2.0
4,4816,4.0
4,4886,3.5
4,4963,4.5
4,4974,4.0
4,4993,4.5
4,5110,4.5
4,5219,2.0
4,5299,2.5
4,5418,3.5
4,5444,4.0
4,5618,5.0
4,5903,4.0
4,5952,4.5
4,6156,3.0
4,6377,3.0
4,6539,4.0
4,6550,3.5
4,6863,4.0
4,6874,4.5
4,6947,4.0
4,7143,3.5
4,7153,4.0
4,7324,3.0
4,7373,4.0
4,7438,3.5
4,7451,4.0
4,7569,3.5
4,8641,4.0
4,8665,3.5
4,8874,4.0
4,8914,4.0
4,8961,5.0
4,33794,3.5
4,34048,2.5
4,34405,3.5
4,38038,3.5
4,44191,2.5
4,44193,3.0
4,44665,5.0
4,45431,2.0
4,45517,2.5
4,45722,3.5
4,46948,2.5
4,46972,3.5
4,48780,5.0
4,48982,3.0
4,49272,3.5
4,49396,3.5
4,49649,1.0
4,50601,1.5
4,50872,4.5
4,51255,4.5
4,51935,2.5
4,53125,4.5
4,53956,4.5
4,54286,3.5
4,54881,3.5
4,57669,4.5
4,58559,4.5
4,59615,1.5
4,60069,4.0
4,61132,4.0
4,63859,1.5
4,68157,3.5
4,68954,4.5
4,69122,3.5
4,69526,1.5
4,70286,4.5
4,71057,5.0
4,71264,1.0
4,72226,4.0
4,72998,2.5
4,73017,3.5
4,74458,5.0
4,74530,0.5
4,76093,2.0
4,76175,1.5
4,77561,1.0
4,77866,2.0
4,78893,0.5
4,79091,3.5
4,79132,4.5
4,79185,2.5
4,79695,2.0
4,79702,4.5
4,81229,3.0
4,81564,3.5
4,81834,1.0
4,82461,2.5
4,83134,4.5
4,83613,0.5
4,85414,4.0
4,86332,2.0
4,86345,4.0
4,86880,1.5
4,87306,3.0
4,87430,1.0
4,87520,1.0
4,88125,1.0
4,88140,2.5
4,89745,2.5
4,90866,2.5
4,91485,2.5
4,91529,4.5
4,91542,3.0
4,91630,3.5
4,93363,2.5
4,93510,4.0
4,93838,4.0
4,93840,4.5
4,94864,0.5
4,96079,2.5
4,96110,1.0
4,96610,3.5
4,96737,4.5
4,97304,2.0
4,97913,3.5
4,98809,2.5
4,99112,3.5
4,99114,4.0
4,101864,3.5
4,102125,1.5
4,102445,3.0
4,103228,4.0
4,103249,2.0
4,103253,3.0
4,103341,3.5
4,103384,2.0
4,103772,2.0
4,104841,1.0
4,106002,1.0
4,106489,1.5
4,106916,3.0
4,107406,5.0
4,108932,3.5
4,108945,1.5
4,109374,4.5
4,109487,5.0
4,110102,3.5
4,111360,1.5
4,111759,4.0
4,111781,3.5
4,112138,4.0
4,112552,4.5
4,112852,3.0
4,115122,4.0
4,115149,4.0
4,115569,5.0
4,115617,3.5
4,115713,5.0
4,116823,2.0
4,119145,4.5
4,122882,5.0
4,122886,2.0
4,122904,3.5
4,122912,0.5
4,122914,3.0
4,122918,3.0
4,127098,4.0
4,134130,4.0
4,136020,3.0
4,138036,4.5
4,139385,5.0
4,139644,5.0
4,142115,4.0
4,148426,2.0
4,148626,4.0
4,152081,4.5
4,156706,3.5
4,159817,5.0
4,164179,5.0
4,166528,4.0
4,168248,4.5
4,168612,3.5
4,171011,5.0
4,171763,4.5
4,173145,2.5
4,174055,5.0
4,176101,3.0
4,176371,4.5
4,179401,3.5
4,179819,2.5
4,180989,3.0
4,182715,4.5
4,187541,3.5
4,187593,3.5
4,189333,4.0
4,195159,5.0
4,200818,5.0
4,200838,3.0
4,203375,4.5
4,203519,2.5
5,1,4.0
5,19,4.0
5,32,5.0
5,36,5.0
5,39,2.0
5,47,5.0
5,50,5.0
5,88,4.0
5,95,3.0
5,104,4.0
5,113,3.0
5,122,3.0
5,141,5.0
5,147,5.0
5,150,5.0
5,153,3.0
5,170,4.0
5,191,2.0
5,216,4.0
5,218,3.0
5,219,3.0
5,224,4.0
5,231,4.0
5,235,3.0
5,238,2.0
5,248,2.0
5,253,4.0
5,260,5.0
5,267,2.0
5,277,3.0
5,288,4.0
5,292,5.0
5,296,4.0
5,300,3.0
5,312,3.0
5,333,4.0
5,337,5.0
5,340,5.0
5,342,3.0
5,344,4.0
5,350,5.0
5,356,4.0
5,364,4.0
5,372,4.0
5,416,3.0
5,432,3.0
5,435,2.0
5,440,3.0
5,441,4.0
5,457,5.0
5,477,4.0
5,487,3.0
5,491,3.0
5,500,4.0
5,524,3.0
5,542,4.0
5,553,3.0
5,588,4.0
5,590,3.0
5,592,3.0
5,593,5.0
5,595,3.0
5,608,3.0
5,628,5.0
5,671,5.0
5,733,5.0
5,736,3.0
5,778,5.0
5,780,4.0
5,784,2.0
5,786,2.0
5,788,3.0
5,802,5.0
5,839,3.0
5,1016,3.0
5,1035,4.0
5,1042,4.0
5,1047,3.0
5,1061,5.0
5,1073,3.0
5,1093,3.0
5,1097,3.0
5,1120,4.0
5,1194,3.0
5,1196,5.0
5,1197,3.0
5,1210,5.0
5,1234,5.0
5,1235,4.0
5,1246,5.0
5,1265,4.0
5,1270,3.0
5,1271,4.0
5,1290,3.0
5,1291,4.0
5,1302,4.0
5,1344,3.0
5,1357,5.0
5,1380,4.0
5,1407,5.0
5,1409,4.0
6,161,2.0
6,260,5.0
6,318,5.0
6,527,5.0
6,593,4.0
6,608,5.0
6,858,5.0
6,902,4.0
6,912,4.0
6,913,4.0
6,919,5.0
6,924,4.0
6,1097,4.0
6,1183,2.0
6,1196,5.0
6,1198,5.0
6,1203,5.0
6,1213,5.0
6,1466,3.0
6,1704,5.0
6,1951,4.0
6,2028,3.0
6,2396,4.0
6,2421,3.0
6,2815,3.0
6,2858,5.0
7,10,3.0
7,17,4.0
7,28,4.0
7,58,5.0
7,150,4.0
7,153,3.0
7,165,3.0
7,185,3.0
7,232,4.0
7,265,4.0
7,288,3.0
7,296,4.0
7,306,5.0
7,307,4.0
7,308,4.0
7,329,3.0
7,344,2.0
7,410,3.0
7,457,3.0
7,527,5.0
7,588,4.0
7,590,3.0
7,592,3.0
7,593,4.0
7,595,4.0
8,1,4.0
8,3,4.0
8,6,3.0
8,7,1.0
8,10,4.0
8,11,3.0
8,16,4.0
8,18,4.0
8,21,3.0
8,25,3.0
8,27,3.0
8,32,3.0
8,39,3.0
8,47,5.0
8,50,4.0
8,62,4.0
8,69,5.0
8,95,4.0
8,103,2.0
8,104,5.0
8,110,5.0
8,112,5.0
8,125,3.0
8,145,5.0
8,150,2.0
8,161,5.0
8,163,4.0
8,165,5.0
8,180,4.0
8,198,5.0
8,201,1.0
8,207,2.0
8,209,4.0
8,223,2.0
8,225,2.0
8,237,4.0
8,253,4.0
8,260,3.0
8,290,4.0
8,292,5.0
8,296,5.0
8,316,2.0
8,318,1.0
8,325,3.0
8,333,5.0
8,344,5.0
8,356,5.0
8,358,4.0
8,364,4.0
8,377,5.0
8,380,5.0
8,428,4.0
8,440,4.0
8,442,3.0
8,454,5.0
8,457,5.0
8,474,4.0
8,480,3.0
8,490,4.0
8,494,3.0
8,511,4.0
8,524,4.0
8,551,2.0
8,553,2.0
8,575,4.0
8,588,5.0
8,589,4.0
8,590,3.0
8,593,4.0
8,594,2.0
8,595,2.0
8,608,4.0
8,628,4.0
8,648,5.0
8,708,2.0
8,725,3.0
8,733,4.0
8,750,4.0
8,780,2.0
8,785,4.0
8,786,5.0
8,799,4.0
8,805,3.0
8,875,4.0
8,903,4.0
8,904,4.0
8,923,3.0
8,924,5.0
8,953,4.0
8,1012,3.0
8,1020,4.0
8,1022,4.0
8,1029,3.0
8,1032,3.0
8,1036,4.0
8,1047,3.0
8,1049,2.0
8,1092,5.0
8,1101,3.0
8,1127,4.0
8,1129,2.0
8,1196,3.0
8,1198,3.0
8,1200,3.0
8,1203,4.0
8,1207,2.0
8,1210,3.0
8,1213,4.0
8,1214,4.0
8,1220,4.0
8,1222,3.0
8,1240,2.0
8,1242,5.0
8,1258,5.0
8,1259,4.0
8,1265,4.0
8,1270,4.0
8,1282,2.0
8,1283,3.0
8,1287,1.0
8,1358,4.0
8,1370,4.0
8,1385,5.0
8,1391,4.0
8,1393,4.0
8,1407,5.0
8,1409,3.0
8,1429,3.0
8,1438,4.0
8,1440,2.0
8,1479,3.0
8,1485,5.0
8,1527,4.0
8,1552,5.0
8,1573,5.0
8,1580,5.0
8,1584,4.0
8,1597,4.0
8,1600,3.0
8,1603,2.0
8,1614,3.0
8,1616,2.0
8,1617,5.0
8,1625,2.0
8,1645,4.0
8,1653,2.0
8,1672,4.0
8,1704,4.0
8,1717,3.0
8,1721,4.0
8,1722,3.0
8,1729,5.0
8,1747,4.0
8,1777,3.0
8,1783,3.0
9,2,5.0
9,10,5.0
9,34,3.0
9,39,3.0
9,61,4.0
9,105,4.0
9,116,5.0
9,150,4.0
9,158,4.0
9,161,5.0
9,165,4.0
9,168,5.0
9,225,5.0
9,256,5.0
9,260,4.0
9,273,3.0
9,276,4.0
9,277,5.0
9,280,4.0
9,317,4.0
9,329,5.0
9,350,5.0
9,355,5.0
9,356,5.0
9,361,4.0
9,362,5.0
9,366,3.0
9,370,2.0
9,374,3.0
9,378,4.0
9,380,5.0
9,387,3.0
9,410,3.0
9,419,4.0
9,420,4.0
9,432,3.0
9,434,5.0
9,435,3.0
9,442,3.0
9,445,4.0
9,454,4.0
9,455,4.0
9,464,4.0
9,466,2.0
9,474,4.0
9,500,5.0
9,516,3.0
9,519,5.0
9,520,3.0
9,539,5.0
9,540,4.0
9,541,4.0
9,585,3.0
9,586,5.0
9,587,5.0
9,588,5.0
9,589,3.0
9,590,4.0
9,592,4.0
9,593,5.0
9,594,5.0
9,596,4.0
9,597,5.0
9,611,1.0
9,616,5.0
9,667,5.0
9,805,5.0
9,818,3.0
9,852,4.0
9,858,3.0
9,914,5.0
9,919,5.0
9,920,5.0
9,924,3.0
9,934,4.0
9,938,4.0
9,943,4.0
9,952,4.0
9,953,4.0
9,954,4.0
9,968,3.0
9,969,3.0
9,971,3.0
9,1005,4.0
9,1007,4.0
9,1008,5.0
9,1010,4.0
9,1011,4.0
9,1012,4.0
9,1013,3.0
9,1014,4.0
9,1015,4.0
9,1017,3.0
9,1018,3.0
9,1019,4.0
9,1021,4.0
9,1023,3.0
9,1028,5.0
9,1029,3.0
9,1030,4.0
9,1031,5.0
9,1035,5.0
9,1036,4.0
9,1073,5.0
9,1079,3.0
9,1084,4.0
9,1088,5.0
9,1090,4.0
9,1092,4.0
9,1097,4.0
9,1100,3.0
9,1101,4.0
9,1124,4.0
9,1125,3.0
9,1126,4.0
9,1127,4.0
9,1129,4.0
9,1135,4.0
9,1194,3.0
9,1196,4.0
9,1197,3.0
9,1198,5.0
9,1200,3.0
9,1204,3.0
9,1208,4.0
9,1210,5.0
9,1214,4.0
9,1219,3.0
9,1221,2.0
9,1222,4.0
9,1225,3.0
9,1240,4.0
9,1246,4.0
